assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,None,0,0,False,True,0,0,0,0,519324,None,,0,0,0,0,0.0,683,282,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Amario,0.0,626,241,0,0,0,False,0.0,689,281,118,False,0.0,689,281,0,0,0,0,0,0,0,0,Loaned to Blackburn Rovers,2024-08-31T06:29:40.845798Z,45,438,275,p519324,0,0,None,0,,519324.jpg,0.0,692,282,0,None,False,0,0,Cozier-Duberry,0.0,615,244,False,None,0,0,u,5,36,None,0.0,667,274,0,1560,0,13598,23,0.0,0.0,Cozier-Duberry,0
0,None,0,0,False,True,0,0,0,0,168090,None,,0,0,-1,1,0.0,733,313,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mahmoud,0.0,694,286,0,0,0,False,0.0,736,312,119,False,0.0,736,312,0,0,0,0,0,0,0,0,Transferred to Eintracht Frankfurt,2024-08-31T06:30:37.645175Z,49,254,162,p168090,0,0,None,0,,168090.jpg,0.0,737,313,0,None,False,0,0,Dahoud,0.0,690,288,False,None,0,0,u,5,36,None,0.0,723,308,0,380,0,2968,1,0.0,0.0,Dahoud,0
1,1991-11-21,0,188,True,True,75,100,4,0.23,83299,None,,0,0,-3,3,100.8,237,64,4,,0,2,0.0,0.0,-3,0.64,0.04,1.33,0.08,0.69,27.48,1.59,0.04,Lewis,0.5,326,93,30,1.73,0,False,51.2,205,62,120,False,332.2,134,50,1560,0,0,0,0,0,0,0,Muscle injury - 75% chance of playing,2025-02-10T09:30:07.007419Z,42,592,142,p83299,1,0,None,0,,83299.jpg,2.0,268,86,0,241,False,0,0.0,Dunk,3.1,104,40,False,None,17,0.98,d,5,36,2009-07-01,79.0,232,63,38,729208,2607,898735,7825,0.1,9.0,Dunk,4
1,1998-01-21,6,202,True,True,50,25,2,0.13,204214,2,,-1,1,-1,1,384.1,55,10,2,,1,2,1.1,0.6,0,1.65,0.1,2.15,0.13,0.50,24.29,1.54,0.03,Pervis,2.8,129,35,24,1.53,0,False,77.0,116,25,122,False,294.2,161,60,1415,0,0,0,0,0,0,0,Muscle injury - 50% chance of playing,2025-01-26T12:00:08.902967Z,49,262,29,p204214,0,0,None,0,,204214.jpg,2.2,240,76,0,62,False,0,0.0,Estupiñán,1.0,208,80,False,None,15,0.95,d,5,36,2022-07-16,90.0,216,55,39,380515,72,316403,15526,0.6,8.0,Estupiñan,3
0,None,0,21,False,True,0,0,0,0.0,243568,None,,0,0,0,0,11.9,402,214,None,,0,3,0.0,0.0,0,0.04,0.04,0.12,0.11,0.08,1.32,1.22,0.07,Billy,0.0,713,301,1,0.93,0,False,2.5,457,217,124,False,11.4,458,213,97,0,0,0,0,0,0,0,Transferred to Napoli,2024-08-31T06:42:09.507349Z,50,214,135,p243568,0,0,None,0,,243568.jpg,1.5,350,163,0,None,False,0,0.0,Gilmour,0.0,581,228,False,None,1,0.93,u,5,36,None,2.0,439,228,3,2640,0,16565,12,0.0,0.6,Gilmour,0
0,None,0,0,False,True,0,0,0,0,60307,None,,0,0,0,0,0.0,769,334,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pascal,0.0,761,331,0,0,0,False,0.0,769,334,125,False,0.0,769,334,0,0,0,0,0,0,0,0,Permanent transfer to Borussia Dortmund,2024-08-02T13:11:40.837259Z,65,41,21,p60307,0,0,None,0,,60307.jpg,0.0,769,334,0,None,False,0,0,Groß,0.0,628,253,False,None,0,0,u,5,36,None,0.0,769,334,0,0,0,8232,6,0.0,0.0,Gross,0
0,2005-04-11,3,136,True,True,100,100,3,0.3,532529,None,,0,0,-1,1,116.9,215,135,None,,1,3,-0.3,-0.3,0,0.74,0.07,1.53,0.15,0.79,17.88,1.79,0.08,Jack,0.2,398,184,16,1.6,1,False,32.5,277,138,126,False,123.4,307,138,899,0,0,0,0,0,0,0,,2024-11-10T01:30:07.476316Z,49,285,186,p532529,0,0,None,0,,532529.jpg,2.4,211,91,0,241,False,0,0.0,Hinshelwood,0.0,546,206,False,None,11,1.1,a,5,36,2022-12-30,83.0,225,127,29,23577,35,24726,44,0.0,5.9,Hinshelwood,3
0,None,0,0,False,True,0,0,0,0,612855,None,,0,0,0,0,0.0,755,326,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ibrahim,0.0,726,308,0,0,0,False,0.0,757,326,127,False,0.0,757,326,0,0,0,0,0,0,0,0,Loaned to Feyenoord,2024-08-16T11:54:28.483822Z,50,242,155,p612855,0,0,None,0,,612855.jpg,0.0,757,326,0,None,False,0,0,Osman,0.0,743,315,False,None,0,0,u,5,36,None,0.0,750,324,0,0,0,1149,0,0.0,0.0,I.Osman,0
0,1998-02-07,0,103,True,True,0,0,1,0.1,223434,None,,0,0,-2,2,40.5,321,100,None,,0,2,0.0,0.0,0,0.23,0.02,0.28,0.02,0.05,15.26,1.53,0.0,Igor Julio,0.0,535,212,16,1.6,0,False,22.7,328,109,128,False,182.2,253,92,900,0,0,0,0,0,0,0,Hamstring injury - Expected back 01 Jun,2025-01-04T22:00:07.109334Z,43,574,128,p223434,0,0,None,0,,223434.jpg,1.4,361,120,0,30,False,0,0.0,dos Santos de Paulo,0.1,488,168,False,None,9,0.9,i,5,36,2023-07-26,4.0,414,147,17,13247,7,19821,192,0.0,4.0,Igor,4
5,2001-09-26,15,328,True,True,100,100,5,0.34,475168,None,,0,0,0,0,291.7,86,5,None,,2,4,0.7,0.7,1,2.17,0.15,6.20,0.42,4.03,17.61,1.18,0.27,João Pedro,1.2,260,27,17,1.14,5,False,106.6,62,15,129,False,347.8,126,17,1340,0,0,0,0,0,0,0,,2025-01-09T16:30:08.389436Z,55,120,34,p475168,0,0,1,0,,475168.jpg,4.4,37,10,0,30,False,0,0.0,Junqueira de Jesus,11.9,29,6,False,None,16,1.07,a,5,36,2023-06-14,427.0,43,18,80,4847600,12933,5467131,73595,0.2,14.5,João Pedro,3
0,None,0,0,False,True,0,0,0,0,484658,None,,0,0,0,0,0.0,669,270,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kacper,0.0,610,227,0,0,0,False,0.0,675,269,130,False,0.0,675,269,0,0,0,0,0,0,0,0,Permanent transfer to Gaziantep FK,2024-07-22T09:03:00.342050Z,45,409,254,p484658,0,0,None,0,,484658.jpg,0.0,679,270,0,None,False,0,0,Kozłowski,0.0,770,333,False,None,0,0,u,5,36,None,0.0,651,262,0,0,0,96,0,0.0,0.0,Kozlowski,0
2,2000-09-30,1,47,True,True,100,100,0,0.0,232792,None,,0,0,-1,1,77.8,265,76,None,,1,2,0.0,0.0,-1,0.37,0.06,0.72,0.12,0.35,10.87,1.9,0.06,Tariq,0.5,334,99,19,3.31,2,False,27.2,306,99,131,False,156.6,270,100,516,0,0,0,0,0,0,0,,2025-01-12T22:30:08.674166Z,44,516,104,p232792,0,0,None,0,,232792.jpg,2.6,166,51,0,81,False,0,0.0,Lamptey,0.3,310,113,False,None,6,1.05,a,5,36,2020-01-31,38.0,296,95,26,69777,531,65297,1469,0.1,5.9,Lamptey,0
0,1994-07-20,0,6,True,True,0,0,0,0.0,109345,None,,0,0,0,0,5.0,428,219,None,,0,3,0.0,0.0,0,0.02,0.08,0.09,0.35,0.07,0.38,1.49,0.27,Solly,0.0,762,332,0,0.0,0,False,1.6,481,225,132,False,7.4,471,222,23,0,0,0,0,0,0,0,Muscle injury - Unknown return date,2025-01-26T12:00:08.941531Z,65,42,22,p109345,0,0,None,0,,109345.jpg,0.5,516,241,0,241,False,0,0.0,March,0.0,645,264,False,None,0,0.0,i,5,36,2012-07-01,4.0,421,220,1,4555,63,4215,361,0.0,0.2,March,1
0,None,0,0,False,True,0,0,0,0,550141,None,,0,0,0,0,0.0,698,294,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adrian,0.0,641,253,0,0,0,False,0.0,704,293,133,False,0.0,704,293,0,0,0,0,0,0,0,0,Has joined Vitesse Arnhem on loan for the rest of the season,2024-08-29T11:08:43.963582Z,45,455,288,p550141,0,0,None,0,,550141.jpg,0.0,707,294,0,None,False,0,0,Mazilu,0.0,684,286,False,None,0,0,u,5,36,None,0.0,683,287,0,720,0,4073,6,0.0,0.0,Mazilu,0
0,1986-01-04,0,24,True,True,0,0,1,0.53,15157,None,,0,0,0,0,66.3,282,171,None,,0,3,0.0,0.0,0,0.15,0.08,0.31,0.17,0.16,1.98,1.05,0.09,James,0.0,708,296,1,0.53,0,False,10.7,384,186,134,False,28.6,415,193,169,0,0,0,0,0,0,0,Hamstring injury - Unknown return date,2024-08-31T21:00:04.655035Z,50,192,119,p15157,0,0,None,0,,15157.jpg,1.7,322,148,0,241,False,0,0.0,Milner,0.0,574,223,False,None,3,1.6,i,5,36,2023-07-01,12.0,374,202,5,4714,9,10680,51,0.0,1.0,Milner,1
3,2004-07-22,3,188,True,True,100,100,1,0.11,592031,5,,0,0,-5,5,233.0,120,85,None,,1,3,3.3,3.3,2,2.84,0.31,5.27,0.57,2.43,13.62,1.48,0.26,Yankuba,3.8,78,35,18,1.95,3,False,73.5,123,73,135,False,234.6,201,84,831,0,0,0,0,0,0,0,,2025-01-12T22:30:08.694313Z,50,240,153,p592031,0,0,None,0,,592031.jpg,2.6,175,72,0,78,False,0,0.0,Minteh,0.4,291,90,False,None,8,0.87,a,5,36,2024-07-01,265.0,78,51,49,269201,400,365332,1192,0.8,9.8,Minteh,5
4,1997-05-20,10,361,True,True,100,100,4,0.19,451340,None,,0,0,-2,2,474.2,37,30,None,,1,3,5.7,5.7,1,3.41,0.16,8.51,0.4,5.10,28.89,1.38,0.24,Mitoma,6.2,20,6,29,1.38,5,False,148.2,21,15,136,False,418.4,82,26,1887,0,0,0,0,0,0,0,,2024-12-03T12:30:08.039613Z,63,55,30,p451340,0,0,None,0,,451340.jpg,4.0,56,28,0,108,False,0,0.0,Kaoru,5.2,69,19,False,None,21,1.0,a,5,36,2021-08-09,589.0,21,12,95,2098537,8266,1967617,34516,1.0,15.1,Mitoma,0
0,None,0,17,False,True,0,0,0,0.0,243505,None,,0,0,-1,1,36.0,330,188,None,,0,3,0.0,0.0,0,0.53,5.3,0.53,5.3,0.00,0.26,2.6,0.0,Jakub,0.2,378,175,0,0.0,0,False,5.4,429,204,137,False,15.8,444,206,9,0,0,0,0,0,0,0,Loaned to Feyenoord,2025-01-22T10:15:11.772489Z,44,519,311,p243505,0,0,None,0,,243505.jpg,1.0,439,198,0,172,False,0,0.0,Moder,0.5,260,77,False,None,0,0.0,u,5,36,2020-10-05,2.0,434,224,4,173459,0,163604,2230,0.0,0.9,Moder,0
0,None,0,0,False,True,0,0,0,0,574402,None,,0,0,0,0,0.0,705,61,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mark,0.0,648,51,0,0,0,False,0.0,711,62,138,False,0.0,712,62,0,0,0,0,0,0,0,0,Season long to Portsmouth,2024-08-30T10:16:16.061223Z,45,463,74,p574402,0,0,None,0,,574402.jpg,0.0,714,64,0,None,False,0,0,O’Mahony,0.2,364,57,False,None,0,0,u,5,36,None,0.0,691,62,0,31158,0,72613,238,0.0,0.0,O’Mahony,0
0,None,0,0,False,True,0,0,0,0,445548,None,,0,0,0,0,0.0,551,194,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Odeluga,0.0,461,156,0,0,0,False,0.0,570,197,139,False,0.0,569,197,0,0,0,0,0,0,0,0,Loaned to Blackpool,2024-08-31T06:26:46.238644Z,40,651,183,p445548,0,0,None,0,,445548.jpg,0.0,574,195,0,None,False,0,0,Offiah,0.1,531,186,False,None,0,0,u,5,36,None,0.0,512,181,0,2639,0,13462,35,0.0,0.0,Offiah,0
0,None,0,0,False,True,0,None,0,0,491598,None,,0,0,-1,1,0.0,629,246,None,,0,3,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Cameron,0.0,560,194,0,0,0,False,0.0,635,244,140,False,0.0,635,244,0,0,0,0,0,0,0,0,Loaned to ADO Den Haag,2025-02-03T10:22:59.975748Z,44,532,314,p491598,0,0,None,0,,491598.jpg,0.0,640,246,0,13,False,0,0,Peupion,0.1,516,192,False,None,0,0,u,5,36,2022-08-23,0.0,607,235,0,10268,42,10865,352,0.0,0.0,Peupion,0
0,None,0,3,False,True,0,0,0,0.0,441192,None,,0,0,-1,1,0.8,465,233,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Jeremy,0.0,701,291,0,0.0,0,False,0.1,513,239,141,False,0.2,512,239,8,0,0,0,0,0,0,0,Loaned to Burnley,2024-08-31T06:27:42.007071Z,49,274,178,p441192,0,0,None,0,,441192.jpg,1.0,473,219,0,None,False,0,0.0,Sarmiento Morante,0.0,695,290,False,None,0,0.0,u,5,36,None,0.0,727,311,1,354,0,2949,2,0.0,0.2,Sarmiento,0
0,1990-08-18,1,46,True,True,0,0,1,0.5,49262,None,,0,0,-4,4,0.0,600,55,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,1.88,0.94,0.0,Jason,0.0,515,66,1,0.5,0,False,4.1,443,35,142,False,40.4,394,35,180,0,0,0,0,0,0,0,Shoulder injury - Unknown return date,2025-01-24T16:00:08.785970Z,41,612,39,p49262,0,0,None,0,,49262.jpg,4.5,28,3,0,241,False,3,1.5,Steele,0.8,222,30,False,None,2,1.0,i,5,36,2018-07-01,0.0,567,42,9,297807,84,332671,2732,0.0,2.2,Steele,0
0,None,0,0,False,True,0,0,0,0,450434,None,,0,0,0,0,0.0,763,78,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Deniz,0.0,745,72,0,0,0,False,0.0,763,78,143,False,0.0,763,78,0,0,0,0,0,0,0,0,Transferred to Stuttgart,2024-08-10T12:18:55.962223Z,55,119,33,p450434,0,0,None,0,,450434.jpg,0.0,763,78,0,None,False,0,0,Undav,0.0,732,81,False,None,0,0,u,5,36,None,0.0,761,78,0,0,0,1468,5,0.0,0.0,Undav,0
1,2000-06-08,4,255,True,True,100,100,4,0.19,469142,None,,0,0,0,0,197.3,139,29,None,,1,2,2.0,2.0,-1,1.06,0.05,1.81,0.09,0.75,28.96,1.39,0.04,Jan Paul,2.5,144,43,30,1.44,0,False,74.9,120,27,144,False,466.0,57,18,1880,0,0,0,0,0,0,0,,2024-09-29T22:30:06.452903Z,45,405,70,p469142,0,0,None,0,,469142.jpg,2.4,205,65,0,152,False,0,0.0,van Hecke,0.8,220,83,False,None,21,1.01,a,5,36,2020-09-10,85.0,223,59,53,223194,671,180526,4867,0.6,11.8,Van Hecke,4
0,1992-01-15,7,226,True,True,100,100,5,0.29,111478,None,,0,0,-1,1,143.5,186,43,None,,1,2,1.5,1.5,-1,1.29,0.07,1.49,0.08,0.20,23.24,1.35,0.01,Joël,2.0,181,58,23,1.33,0,False,42.5,237,74,145,False,254.0,183,69,1552,0,0,0,0,0,0,0,,2024-11-30T01:00:07.662889Z,44,491,87,p111478,0,0,None,0,,111478.jpg,2.9,135,37,0,152,False,0,0.0,Veltman,1.7,151,59,False,None,18,1.04,a,5,36,2020-07-29,26.0,329,108,52,631140,344,587444,4956,0.5,11.8,Veltman,4
0,2002-08-18,4,225,True,True,100,100,4,0.18,489639,None,,0,0,0,0,0.0,670,73,None,,1,1,1.7,1.7,-1,0.01,0.0,0.01,0.0,0.00,34.59,1.57,0.0,Bart,2.2,160,15,37,1.68,0,False,53.5,196,8,146,False,534.2,26,8,1980,0,0,0,0,0,0,0,,2024-08-12T14:30:04.523944Z,45,413,18,p489639,0,0,None,0,,489639.jpg,2.8,143,23,0,152,False,59,2.68,Verbruggen,2.7,115,18,False,None,22,1.0,a,5,36,2023-07-03,0.0,653,67,61,607888,1426,394834,15026,0.5,13.6,Verbruggen,4
0,1995-01-04,0,42,True,True,100,100,1,0.55,110735,None,,0,0,-2,2,4.7,430,150,None,,0,2,1.3,1.3,0,0.07,0.04,0.09,0.05,0.02,4.41,2.41,0.01,Adam,1.8,201,61,4,2.18,0,False,7.0,413,137,147,False,45.2,389,137,165,0,0,0,0,0,0,0,,2024-12-23T14:30:07.986462Z,43,562,119,p110735,0,0,None,0,,110735.jpg,1.5,341,111,0,241,False,0,0.0,Webster,0.1,509,178,False,None,3,1.64,a,5,36,2019-08-03,21.0,346,115,9,4558,157,11427,127,0.4,2.1,Webster,0
2,1990-11-26,13,271,True,True,100,100,5,0.33,50175,None,,0,0,0,0,193.0,143,16,1,,1,4,1.0,1.0,1,0.48,0.03,6.53,0.43,6.05,25.34,1.69,0.4,Danny,1.5,231,24,23,1.53,6,False,91.5,89,19,148,False,306.0,149,18,1353,0,0,0,0,0,0,0,,2024-12-16T09:30:06.558564Z,55,106,29,p50175,0,0,3,0,,50175.jpg,4.2,43,12,0,241,False,0,0.0,Welbeck,5.6,67,15,False,None,16,1.06,a,5,36,2020-10-18,416.0,45,19,75,3751244,3408,3584255,12128,0.3,13.6,Welbeck,2
2,1999-11-16,3,104,True,True,50,0,1,0.19,467779,None,,0,0,-3,3,80.3,261,161,None,,0,3,-0.2,0.0,0,0.18,0.03,0.68,0.13,0.50,9.70,1.88,0.1,Mats,0.0,674,274,12,2.33,1,False,27.8,302,149,149,False,144.0,285,125,464,0,0,0,0,0,0,0,Lack of match fitness - 50% chance of playing,2024-12-21T22:00:08.030972Z,47,340,222,p467779,0,0,None,0,,467779.jpg,2.2,238,103,0,152,False,0,0.0,Wieffer,0.1,532,200,False,None,4,0.78,d,5,36,2024-07-06,57.0,268,146,28,16229,18,21075,176,0.0,6.0,Wieffer,2
0,2004-05-31,0,51,True,True,100,100,1,0.25,513433,None,,0,0,-1,1,128.7,202,128,None,,0,3,-0.3,-0.3,0,0.50,0.12,0.77,0.19,0.27,6.30,1.57,0.07,Brajan,0.2,401,185,9,2.24,0,False,27.6,305,151,595,False,57.8,377,175,362,0,0,0,0,0,0,0,,2025-01-24T00:00:10.185786Z,54,143,87,p513433,0,0,None,0,,513433.jpg,1.3,386,185,0,80,False,0,0.0,Gruda,0.0,625,251,False,None,5,1.24,a,5,36,2024-08-14,90.0,217,125,14,1820,42,4380,62,0.0,2.6,Gruda,0
0,2003-10-06,0,187,True,True,100,100,5,0.36,509416,3,,0,0,0,0,318.9,73,57,None,,0,3,1.3,1.3,0,1.29,0.09,2.74,0.19,1.45,18.98,1.35,0.1,Yasin,1.8,215,95,15,1.07,0,False,67.3,137,78,600,False,193.6,246,108,1264,0,0,0,0,0,0,0,,2025-02-01T22:30:08.709133Z,50,232,148,p509416,0,0,None,0,,509416.jpg,1.8,307,139,0,206,False,0,0.0,Ayari,0.0,593,233,False,None,14,1.0,a,5,36,2023-01-30,161.0,140,89,36,5634,15,5566,224,0.4,7.2,Ayari,3
0,None,0,0,False,True,0,0,0,0,513834,None,,0,0,0,0,0.0,753,325,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrew,0.0,723,307,0,0,0,False,0.0,755,325,601,False,0.0,755,325,0,0,0,0,0,0,0,0,Loaned to Stoke City,2024-08-20T12:19:09.002604Z,50,233,149,p513834,0,0,None,0,,513834.jpg,0.0,754,325,0,None,False,0,0,Moran,0.0,751,322,False,None,0,0,u,5,36,None,0.0,747,322,0,24,0,526,3,0.0,0.0,Moran,0
0,2001-07-02,0,0,True,True,100,0,0,0,472739,None,,-1,1,-1,1,0.0,523,30,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carl,0.0,426,42,0,0,0,False,0.0,547,53,615,False,0.0,546,53,0,0,0,0,0,0,0,0,,2024-08-31T06:28:38.039682Z,39,740,77,p472739,0,0,None,0,,472739.jpg,0.0,552,53,0,241,False,0,0,Rushworth,0.0,566,68,False,None,0,0,a,5,36,2023-07-01,0.0,479,15,0,6902,204,7801,30,0.0,0.0,Rushworth,0
4,2002-04-20,1,222,True,True,100,100,4,0.29,463067,None,,0,0,-4,4,206.6,136,95,None,,1,3,3.3,3.3,2,1.32,0.09,4.72,0.33,3.40,23.67,1.69,0.24,Georginio,3.8,79,36,25,1.78,4,False,78.7,111,68,618,False,265.0,176,72,1262,0,0,0,0,0,0,0,,2025-01-12T22:30:09.270999Z,51,185,113,p463067,0,0,None,0,,463067.jpg,3.1,120,53,0,73,False,0,0.0,Rutter,0.5,266,79,False,None,14,1.0,a,5,36,2024-08-19,327.0,60,38,72,326066,682,288986,2622,0.7,14.1,Georginio,2
0,1999-10-07,0,59,True,True,0,0,2,0.47,231416,None,,0,0,-1,1,83.7,255,71,None,,0,2,0.0,0.0,0,0.31,0.07,0.75,0.17,0.44,9.44,2.21,0.1,Ferdi,0.0,555,226,8,1.87,1,False,24.0,318,103,628,False,116.4,311,113,385,0,0,0,0,0,0,0,Toe Injury - Unknown return date,2024-11-10T01:30:09.967684Z,44,515,103,p231416,0,0,None,0,,231416.jpg,3.2,112,29,0,219,False,0,0.0,Kadioglu,0.1,462,160,False,None,5,1.17,i,5,36,2024-08-27,40.0,292,92,19,73847,10,70629,295,0.0,4.3,F.Kadıoğlu,1
1,2000-11-21,2,112,True,True,100,100,2,0.39,219249,1,,0,0,0,0,156.5,174,115,None,,0,3,1.5,1.5,1,1.24,0.24,2.39,0.46,1.15,7.80,1.52,0.22,Matt,2.0,194,83,11,2.14,1,False,37.5,254,129,629,False,105.4,325,150,462,0,0,0,0,0,0,0,,2025-01-24T00:00:10.254189Z,55,114,72,p219249,1,0,None,0,,219249.jpg,2.2,252,111,0,58,False,0,0.0,O'Riley,0.0,557,214,False,None,5,0.97,a,5,36,2024-08-26,113.0,194,114,24,17387,86,15177,268,0.4,4.4,O'Riley,1
0,None,0,0,False,True,0,0,0,0,447720,None,,0,0,0,0,0.0,552,195,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Imari,0.0,462,157,0,0,0,False,0.0,571,198,663,False,0.0,570,198,0,0,0,0,0,0,0,0,Loaned to Dundee,2025-01-17T12:29:48.647053Z,40,652,184,p447720,0,0,None,0,,447720.jpg,0.0,575,196,0,241,False,0,0,Samuels,0.0,585,200,False,None,0,0,u,5,36,2023-05-17,0.0,513,182,0,5264,0,4692,123,0.0,0.0,Samuels,0
0,2003-11-03,0,0,True,True,None,None,0,0,565858,None,,0,0,-1,1,0.0,529,32,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Killian,0.0,433,44,0,0,0,False,0.0,553,55,668,False,0.0,552,55,0,0,0,0,0,0,0,0,,None,39,748,80,p565858,0,0,None,0,,565858.jpg,0.0,557,55,0,104,False,0,0,Cahill,1.2,193,28,False,None,0,0,a,5,36,2024-08-24,0.0,487,18,0,179036,385,61818,1437,0.0,0.0,Cahill,0
0,None,0,0,False,True,0,None,0,0,539721,None,,0,0,0,0,0.0,574,210,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ruairi,0.0,487,175,0,0,0,False,0.0,592,212,681,False,0.0,591,212,0,0,0,0,0,0,0,0,Loaned to Norwich City,2025-02-04T10:51:39.862174Z,40,683,208,p539721,0,0,None,0,,539721.jpg,0.0,597,211,0,242,False,0,0,McConville,0.0,663,226,False,None,0,0,u,5,36,2024-11-22,0.0,539,201,0,1473,20,1130,161,0.0,0.0,McConville,0
0,2004-10-05,0,0,True,True,None,None,0,0,589100,None,,0,0,0,0,0.0,587,221,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jacob,0.0,501,187,0,0,0,False,0.0,605,223,685,False,0.0,604,223,0,0,0,0,0,0,0,0,,None,40,698,221,p589100,0,0,None,0,,589100.jpg,0.0,610,222,0,241,False,0,0,Slater,0.0,657,223,False,None,0,0,a,5,36,2024-11-28,0.0,552,212,0,1418,73,1005,82,0.0,0.0,Slater,0
0,2003-03-27,0,14,True,True,100,100,0,0.0,514254,None,,0,0,0,0,3.9,437,222,None,,0,3,0.0,0.0,1,0.02,0.04,0.02,0.04,0.00,2.42,4.73,0.0,Diego,0.5,346,166,4,7.83,0,False,1.1,485,228,714,False,7.6,470,221,46,0,0,0,0,0,0,0,,2025-01-09T16:30:09.168224Z,55,123,76,p514254,0,0,None,0,,514254.jpg,1.0,483,225,0,168,False,0,0.0,Gómez,0.0,699,294,False,None,0,0.0,a,5,36,2025-01-01,0.0,762,328,2,657,98,337,74,0.1,0.4,Gómez,0
0,1993-02-26,0,0,True,True,None,None,0,0,100053901,None,,0,0,0,0,0.0,503,15,None,,0,5,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Fabian,0.0,406,20,0,0,0,False,0.0,528,15,739,False,0.0,527,15,0,0,0,0,2,0,0,0,,None,11,762,10,man53902,0,0,None,0,,100053901.jpg,0.0,533,15,0,80,False,0,0,Hürzeler,0.1,659,19,False,None,0,0,a,5,36,2024-06-15,0.0,459,15,0,276,154,664,479,0.0,0.0,Hürzeler,0
0,2005-09-21,0,0,True,True,None,None,0,0,567121,None,,0,0,0,0,0.0,704,298,None,,0,3,0.7,0.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,647,258,0,0,0,False,0.0,710,297,758,False,0.0,711,298,0,0,0,0,0,0,0,0,,None,45,462,293,p567121,0,0,None,0,,567121.jpg,0.0,713,299,0,241,False,0,0,Knight,0.0,771,334,False,None,0,0,a,5,36,2025-01-31,0.0,690,292,0,37,37,1,1,0.0,0.0,Knight,0
0,2001-11-09,0,0,True,True,None,None,0,0,439135,None,,0,0,0,0,0.0,655,249,None,,0,2,1.6,1.6,0,0.00,0,0.00,0,0.00,0.00,0,0,Eiran,0.0,596,237,0,0,0,False,0.0,661,249,763,False,0.0,661,249,0,0,0,0,0,0,0,0,,None,45,390,67,p439135,0,0,None,0,,439135.jpg,0.0,665,248,0,104,False,0,0,Cashin,0.0,745,252,False,None,0,0,a,5,36,2025-01-31,0.0,637,246,0,265,265,8,8,0.0,0.0,Cashin,0
